"Story","Title","Result","Date","Stability","Duration (s)"
"CAP_F_008 - Agregar a Pasaporte Ecoturista","Compartir la ficha de un Espacio Natural","ERROR","2022-01-07T17:36:14.063-05:00[America/Lima]","0.0","64.33"
