"Story","Title","Result","Date","Stability","Duration (s)"
"CAP_F_005 - Acceso a la ficha de un Espacio Natural","Acceso a la ficha de un Espacio Natural","PENDING","2021-12-08T02:19:09.4580364-05:00[America/Lima]","0.0","20.23"
