"Story","Title","Result","Date","Stability","Duration (s)"
"CAP_F_007 - Compartir la ficha de un Espacio Natural","Compartir la ficha de un Espacio Natural","FAILURE","2022-01-07T16:25:43.014-05:00[America/Lima]","0.0","119.9"
