"Story","Title","Result","Date","Stability","Duration (s)"
"CAP_F_029 - Navegar a apartado ""Descargas""","Compartir la ficha de un Espacio Natural","ERROR","2022-01-08T16:15:47.592-05:00[America/Lima]","0.0","47.68"
